,id,gender,age,mask,class,path
173,174,0,1,2,16,/opt/ml/input/data/train/images/005123_female_Asian_54/normal.jpg
174,175,0,1,0,4,/opt/ml/input/data/train/images/005123_female_Asian_54/mask4.jpg
175,176,0,1,0,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask1.jpg
176,177,0,1,1,10,/opt/ml/input/data/train/images/001558_female_Asian_57/incorrect_mask.jpg
177,178,0,1,0,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask3.jpg
178,179,0,1,0,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask5.jpg
179,180,0,1,0,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask2.jpg
180,181,0,1,2,16,/opt/ml/input/data/train/images/001558_female_Asian_57/normal.jpg
181,182,0,1,0,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask4.jpg
182,183,0,1,0,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask1.jpg
183,184,0,1,1,10,/opt/ml/input/data/train/images/000639_female_Asian_54/incorrect_mask.jpg
184,185,0,1,0,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask3.jpg
185,186,0,1,0,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask5.jpg
186,187,0,1,0,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask2.jpg
187,188,0,1,2,16,/opt/ml/input/data/train/images/000639_female_Asian_54/normal.jpg
188,189,0,1,0,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask4.jpg
189,190,1,1,0,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask1.jpg
190,191,1,1,1,7,/opt/ml/input/data/train/images/001918_male_Asian_50/incorrect_mask.jpg
191,192,1,1,0,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask3.jpg
192,193,1,1,0,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask5.jpg
193,194,1,1,0,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask2.jpg
194,195,1,1,2,13,/opt/ml/input/data/train/images/001918_male_Asian_50/normal.jpg
195,196,1,1,0,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask4.jpg
196,197,0,1,0,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask1.jpg
197,198,0,1,1,10,/opt/ml/input/data/train/images/000600-1_female_Asian_54/incorrect_mask.jpg
198,199,0,1,0,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask3.jpg
199,200,0,1,0,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask5.jpg
200,201,0,1,0,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask2.jpg
201,202,0,1,2,16,/opt/ml/input/data/train/images/000600-1_female_Asian_54/normal.jpg
202,203,0,1,0,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask4.jpg
203,204,0,0,0,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask1.jpg
204,205,0,0,1,9,/opt/ml/input/data/train/images/001060_female_Asian_25/incorrect_mask.jpg
205,206,0,0,0,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask3.jpg
206,207,0,0,0,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask5.jpg
207,208,0,0,0,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask2.jpg
208,209,0,0,2,15,/opt/ml/input/data/train/images/001060_female_Asian_25/normal.jpg
209,210,0,0,0,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask4.jpg
210,211,0,1,0,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask1.jpg
211,212,0,1,1,10,/opt/ml/input/data/train/images/001104_female_Asian_58/incorrect_mask.jpg
212,213,0,1,0,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask3.jpg
213,214,0,1,0,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask5.jpg
214,215,0,1,0,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask2.jpg
215,216,0,1,2,16,/opt/ml/input/data/train/images/001104_female_Asian_58/normal.jpg
216,217,0,1,0,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask4.jpg
217,218,1,0,0,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask1.jpg
218,219,1,0,1,6,/opt/ml/input/data/train/images/006229_male_Asian_19/incorrect_mask.jpg
219,220,1,0,0,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask3.jpg
220,221,1,0,0,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask5.jpg
221,222,1,0,0,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask2.jpg
222,223,1,0,2,12,/opt/ml/input/data/train/images/006229_male_Asian_19/normal.jpg
223,224,1,0,0,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask4.jpg
224,225,0,1,0,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask1.jpg
225,226,0,1,1,10,/opt/ml/input/data/train/images/000817_female_Asian_52/incorrect_mask.jpg
226,227,0,1,0,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask3.jpg
227,228,0,1,0,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask5.jpg
228,229,0,1,0,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask2.jpg
229,230,0,1,2,16,/opt/ml/input/data/train/images/000817_female_Asian_52/normal.jpg
230,231,0,1,0,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask4.jpg
231,232,1,0,0,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask1.jpg
232,233,1,0,1,6,/opt/ml/input/data/train/images/006093_male_Asian_19/incorrect_mask.jpg
233,234,1,0,0,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask3.jpg
234,235,1,0,0,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask5.jpg
235,236,1,0,0,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask2.jpg
236,237,1,0,2,12,/opt/ml/input/data/train/images/006093_male_Asian_19/normal.jpg
237,238,1,0,0,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask4.jpg
238,239,0,0,0,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask1.jpg
239,240,0,0,1,9,/opt/ml/input/data/train/images/001179-1_female_Asian_24/incorrect_mask.jpg
240,241,0,0,0,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask3.jpg
241,242,0,0,0,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask5.jpg
242,243,0,0,0,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask2.jpg
243,244,0,0,2,15,/opt/ml/input/data/train/images/001179-1_female_Asian_24/normal.jpg
244,245,0,0,0,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask4.jpg
245,246,1,0,0,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask1.jpg
246,247,1,0,1,6,/opt/ml/input/data/train/images/005408_male_Asian_28/incorrect_mask.jpg
247,248,1,0,0,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask3.jpg
248,249,1,0,0,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask5.jpg
249,250,1,0,0,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask2.jpg
250,251,1,0,2,12,/opt/ml/input/data/train/images/005408_male_Asian_28/normal.jpg
251,252,1,0,0,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask4.jpg
252,253,1,1,0,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask1.jpg
253,254,1,1,1,7,/opt/ml/input/data/train/images/005544_male_Asian_32/incorrect_mask.jpg
254,255,1,1,0,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask3.jpg
255,256,1,1,0,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask5.jpg
256,257,1,1,0,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask2.jpg
257,258,1,1,2,13,/opt/ml/input/data/train/images/005544_male_Asian_32/normal.jpg
258,259,1,1,0,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask4.jpg
259,260,1,1,0,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask1.jpg
260,261,1,1,1,7,/opt/ml/input/data/train/images/003513_male_Asian_57/incorrect_mask.jpg
261,262,1,1,0,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask3.jpg
262,263,1,1,0,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask5.jpg
263,264,1,1,0,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask2.jpg
264,265,1,1,2,13,/opt/ml/input/data/train/images/003513_male_Asian_57/normal.jpg
265,266,1,1,0,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask4.jpg
266,267,1,2,0,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask1.jpg
267,268,1,2,1,8,/opt/ml/input/data/train/images/004385_male_Asian_60/incorrect_mask.jpg
268,269,1,2,0,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask3.jpg
269,270,1,2,0,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask5.jpg
270,271,1,2,0,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask2.jpg
271,272,1,2,2,14,/opt/ml/input/data/train/images/004385_male_Asian_60/normal.jpg
272,273,1,2,0,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask4.jpg
273,274,0,2,0,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask1.jpg
274,275,0,2,1,11,/opt/ml/input/data/train/images/001910_female_Asian_60/incorrect_mask.jpg
275,276,0,2,0,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask3.jpg
276,277,0,2,0,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask5.jpg
277,278,0,2,0,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask2.jpg
278,279,0,2,2,17,/opt/ml/input/data/train/images/001910_female_Asian_60/normal.jpg
279,280,0,2,0,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask4.jpg
280,281,0,0,0,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask1.jpg
281,282,0,0,1,9,/opt/ml/input/data/train/images/006487_female_Asian_18/incorrect_mask.jpg
282,283,0,0,0,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask3.jpg
283,284,0,0,0,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask5.jpg
284,285,0,0,0,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask2.jpg
285,286,0,0,2,15,/opt/ml/input/data/train/images/006487_female_Asian_18/normal.jpg
286,287,0,0,0,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask4.jpg
287,288,1,1,0,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask1.jpg
288,289,1,1,1,7,/opt/ml/input/data/train/images/004163_male_Asian_55/incorrect_mask.jpg
289,290,1,1,0,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask3.jpg
290,291,1,1,0,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask5.jpg
291,292,1,1,0,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask2.jpg
292,293,1,1,2,13,/opt/ml/input/data/train/images/004163_male_Asian_55/normal.jpg
293,294,1,1,0,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask4.jpg
294,295,1,0,0,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask1.jpg
295,296,1,0,1,6,/opt/ml/input/data/train/images/001037_male_Asian_18/incorrect_mask.jpg
296,297,1,0,0,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask3.jpg
297,298,1,0,0,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask5.jpg
298,299,1,0,0,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask2.jpg
299,300,1,0,2,12,/opt/ml/input/data/train/images/001037_male_Asian_18/normal.jpg
