id,gender,age,mask,class,path
66,female,25,mask,3,/opt/ml/input/data/train/images/001123_female_Asian_25/mask3.jpg
67,female,25,mask,3,/opt/ml/input/data/train/images/001123_female_Asian_25/mask5.jpg
68,female,25,mask,3,/opt/ml/input/data/train/images/001123_female_Asian_25/mask2.jpg
69,female,25,normal,15,/opt/ml/input/data/train/images/001123_female_Asian_25/normal.jpg
70,female,25,mask,3,/opt/ml/input/data/train/images/001123_female_Asian_25/mask4.jpg
71,female,56,mask,4,/opt/ml/input/data/train/images/004329_female_Asian_56/mask1.jpg
72,female,56,incorrect,10,/opt/ml/input/data/train/images/004329_female_Asian_56/incorrect_mask.jpg
73,female,56,mask,4,/opt/ml/input/data/train/images/004329_female_Asian_56/mask3.jpg
74,female,56,mask,4,/opt/ml/input/data/train/images/004329_female_Asian_56/mask5.jpg
75,female,56,mask,4,/opt/ml/input/data/train/images/004329_female_Asian_56/mask2.jpg
76,female,56,normal,16,/opt/ml/input/data/train/images/004329_female_Asian_56/normal.jpg
77,female,56,mask,4,/opt/ml/input/data/train/images/004329_female_Asian_56/mask4.jpg
78,male,54,mask,1,/opt/ml/input/data/train/images/000650_male_Asian_54/mask1.jpg
79,male,54,incorrect,7,/opt/ml/input/data/train/images/000650_male_Asian_54/incorrect_mask.jpg
80,male,54,mask,1,/opt/ml/input/data/train/images/000650_male_Asian_54/mask3.jpg
81,male,54,mask,1,/opt/ml/input/data/train/images/000650_male_Asian_54/mask5.jpg
82,male,54,mask,1,/opt/ml/input/data/train/images/000650_male_Asian_54/mask2.jpg
83,male,54,normal,13,/opt/ml/input/data/train/images/000650_male_Asian_54/normal.jpg
84,male,54,mask,1,/opt/ml/input/data/train/images/000650_male_Asian_54/mask4.jpg
85,female,18,mask,3,/opt/ml/input/data/train/images/001720_female_Asian_18/mask1.jpg
86,female,18,incorrect,9,/opt/ml/input/data/train/images/001720_female_Asian_18/incorrect_mask.jpg
87,female,18,mask,3,/opt/ml/input/data/train/images/001720_female_Asian_18/mask3.jpg
88,female,18,mask,3,/opt/ml/input/data/train/images/001720_female_Asian_18/mask5.jpg
89,female,18,mask,3,/opt/ml/input/data/train/images/001720_female_Asian_18/mask2.jpg
90,female,18,normal,15,/opt/ml/input/data/train/images/001720_female_Asian_18/normal.jpg
91,female,18,mask,3,/opt/ml/input/data/train/images/001720_female_Asian_18/mask4.jpg
92,female,54,mask,4,/opt/ml/input/data/train/images/000570_female_Asian_54/mask1.jpg
93,female,54,incorrect,10,/opt/ml/input/data/train/images/000570_female_Asian_54/incorrect_mask.jpg
94,female,54,mask,4,/opt/ml/input/data/train/images/000570_female_Asian_54/mask3.jpg
95,female,54,mask,4,/opt/ml/input/data/train/images/000570_female_Asian_54/mask5.jpg
96,female,54,mask,4,/opt/ml/input/data/train/images/000570_female_Asian_54/mask2.jpg
97,female,54,normal,16,/opt/ml/input/data/train/images/000570_female_Asian_54/normal.jpg
98,female,54,mask,4,/opt/ml/input/data/train/images/000570_female_Asian_54/mask4.jpg
99,female,18,mask,3,/opt/ml/input/data/train/images/006478_female_Asian_18/mask1.jpg
100,female,18,incorrect,9,/opt/ml/input/data/train/images/006478_female_Asian_18/incorrect_mask.jpg
101,female,18,mask,3,/opt/ml/input/data/train/images/006478_female_Asian_18/mask3.jpg
102,female,18,mask,3,/opt/ml/input/data/train/images/006478_female_Asian_18/mask5.jpg
103,female,18,mask,3,/opt/ml/input/data/train/images/006478_female_Asian_18/mask2.jpg
104,female,18,normal,15,/opt/ml/input/data/train/images/006478_female_Asian_18/normal.jpg
105,female,18,mask,3,/opt/ml/input/data/train/images/006478_female_Asian_18/mask4.jpg
106,female,18,mask,3,/opt/ml/input/data/train/images/005021_female_Asian_18/mask1.jpg
107,female,18,incorrect,9,/opt/ml/input/data/train/images/005021_female_Asian_18/incorrect_mask.jpg
108,female,18,mask,3,/opt/ml/input/data/train/images/005021_female_Asian_18/mask3.jpg
109,female,18,mask,3,/opt/ml/input/data/train/images/005021_female_Asian_18/mask5.jpg
110,female,18,mask,3,/opt/ml/input/data/train/images/005021_female_Asian_18/mask2.jpg
111,female,18,normal,15,/opt/ml/input/data/train/images/005021_female_Asian_18/normal.jpg
112,female,18,mask,3,/opt/ml/input/data/train/images/005021_female_Asian_18/mask4.jpg
113,female,18,mask,3,/opt/ml/input/data/train/images/006400_female_Asian_18/mask1.jpg
114,female,18,incorrect,9,/opt/ml/input/data/train/images/006400_female_Asian_18/incorrect_mask.jpg
115,female,18,mask,3,/opt/ml/input/data/train/images/006400_female_Asian_18/mask3.jpg
116,female,18,mask,3,/opt/ml/input/data/train/images/006400_female_Asian_18/mask5.jpg
117,female,18,mask,3,/opt/ml/input/data/train/images/006400_female_Asian_18/mask2.jpg
118,female,18,normal,15,/opt/ml/input/data/train/images/006400_female_Asian_18/normal.jpg
119,female,18,mask,3,/opt/ml/input/data/train/images/006400_female_Asian_18/mask4.jpg
120,male,19,mask,0,/opt/ml/input/data/train/images/006511_male_Asian_19/mask1.jpg
121,male,19,incorrect,6,/opt/ml/input/data/train/images/006511_male_Asian_19/incorrect_mask.jpg
122,male,19,mask,0,/opt/ml/input/data/train/images/006511_male_Asian_19/mask3.jpg
123,male,19,mask,0,/opt/ml/input/data/train/images/006511_male_Asian_19/mask5.jpg
124,male,19,mask,0,/opt/ml/input/data/train/images/006511_male_Asian_19/mask2.jpg
125,male,19,normal,12,/opt/ml/input/data/train/images/006511_male_Asian_19/normal.jpg
126,male,19,mask,0,/opt/ml/input/data/train/images/006511_male_Asian_19/mask4.jpg
127,female,52,mask,4,/opt/ml/input/data/train/images/005447_female_Asian_52/mask1.jpg
128,female,52,incorrect,10,/opt/ml/input/data/train/images/005447_female_Asian_52/incorrect_mask.jpg
129,female,52,mask,4,/opt/ml/input/data/train/images/005447_female_Asian_52/mask3.jpg
130,female,52,mask,4,/opt/ml/input/data/train/images/005447_female_Asian_52/mask5.jpg
131,female,52,mask,4,/opt/ml/input/data/train/images/005447_female_Asian_52/mask2.jpg
132,female,52,normal,16,/opt/ml/input/data/train/images/005447_female_Asian_52/normal.jpg
133,female,52,mask,4,/opt/ml/input/data/train/images/005447_female_Asian_52/mask4.jpg
134,female,20,mask,3,/opt/ml/input/data/train/images/005405_female_Asian_20/mask1.jpg
135,female,20,incorrect,9,/opt/ml/input/data/train/images/005405_female_Asian_20/incorrect_mask.jpg
136,female,20,mask,3,/opt/ml/input/data/train/images/005405_female_Asian_20/mask3.jpg
137,female,20,mask,3,/opt/ml/input/data/train/images/005405_female_Asian_20/mask5.jpg
138,female,20,mask,3,/opt/ml/input/data/train/images/005405_female_Asian_20/mask2.jpg
139,female,20,normal,15,/opt/ml/input/data/train/images/005405_female_Asian_20/normal.jpg
140,female,20,mask,3,/opt/ml/input/data/train/images/005405_female_Asian_20/mask4.jpg
141,male,29,mask,0,/opt/ml/input/data/train/images/000309_male_Asian_29/mask1.jpg
142,male,29,incorrect,6,/opt/ml/input/data/train/images/000309_male_Asian_29/incorrect_mask.jpg
143,male,29,mask,0,/opt/ml/input/data/train/images/000309_male_Asian_29/mask3.jpg
144,male,29,mask,0,/opt/ml/input/data/train/images/000309_male_Asian_29/mask5.jpg
145,male,29,mask,0,/opt/ml/input/data/train/images/000309_male_Asian_29/mask2.jpg
146,male,29,normal,12,/opt/ml/input/data/train/images/000309_male_Asian_29/normal.jpg
147,male,29,mask,0,/opt/ml/input/data/train/images/000309_male_Asian_29/mask4.jpg
148,male,28,mask,0,/opt/ml/input/data/train/images/001550_male_Asian_28/mask1.jpg
149,male,28,incorrect,6,/opt/ml/input/data/train/images/001550_male_Asian_28/incorrect_mask.jpg
150,male,28,mask,0,/opt/ml/input/data/train/images/001550_male_Asian_28/mask3.jpg
151,male,28,mask,0,/opt/ml/input/data/train/images/001550_male_Asian_28/mask5.jpg
152,male,28,mask,0,/opt/ml/input/data/train/images/001550_male_Asian_28/mask2.jpg
153,male,28,normal,12,/opt/ml/input/data/train/images/001550_male_Asian_28/normal.jpg
154,male,28,mask,0,/opt/ml/input/data/train/images/001550_male_Asian_28/mask4.jpg
155,male,19,normal,12,/opt/ml/input/data/train/images/006644_male_Asian_19/normal.jpeg
156,male,19,mask,0,/opt/ml/input/data/train/images/006644_male_Asian_19/mask3.jpeg
157,male,19,mask,0,/opt/ml/input/data/train/images/006644_male_Asian_19/mask2.jpeg
158,male,19,mask,0,/opt/ml/input/data/train/images/006644_male_Asian_19/mask4.jpeg
159,male,19,mask,0,/opt/ml/input/data/train/images/006644_male_Asian_19/mask5.jpeg
160,male,19,incorrect,6,/opt/ml/input/data/train/images/006644_male_Asian_19/incorrect_mask.jpeg
161,male,19,mask,0,/opt/ml/input/data/train/images/006644_male_Asian_19/mask1.jpeg
162,female,57,mask,4,/opt/ml/input/data/train/images/000765_female_Asian_57/mask1.jpg
163,female,57,incorrect,10,/opt/ml/input/data/train/images/000765_female_Asian_57/incorrect_mask.jpg
164,female,57,mask,4,/opt/ml/input/data/train/images/000765_female_Asian_57/mask3.jpg
165,female,57,mask,4,/opt/ml/input/data/train/images/000765_female_Asian_57/mask5.jpg
166,female,57,mask,4,/opt/ml/input/data/train/images/000765_female_Asian_57/mask2.jpg
167,female,57,normal,16,/opt/ml/input/data/train/images/000765_female_Asian_57/normal.jpg
168,female,57,mask,4,/opt/ml/input/data/train/images/000765_female_Asian_57/mask4.jpg
169,female,54,mask,4,/opt/ml/input/data/train/images/005123_female_Asian_54/mask1.jpg
170,female,54,incorrect,10,/opt/ml/input/data/train/images/005123_female_Asian_54/incorrect_mask.jpg
171,female,54,mask,4,/opt/ml/input/data/train/images/005123_female_Asian_54/mask3.jpg
172,female,54,mask,4,/opt/ml/input/data/train/images/005123_female_Asian_54/mask5.jpg
173,female,54,mask,4,/opt/ml/input/data/train/images/005123_female_Asian_54/mask2.jpg
174,female,54,normal,16,/opt/ml/input/data/train/images/005123_female_Asian_54/normal.jpg
175,female,54,mask,4,/opt/ml/input/data/train/images/005123_female_Asian_54/mask4.jpg
176,female,57,mask,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask1.jpg
177,female,57,incorrect,10,/opt/ml/input/data/train/images/001558_female_Asian_57/incorrect_mask.jpg
178,female,57,mask,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask3.jpg
179,female,57,mask,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask5.jpg
180,female,57,mask,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask2.jpg
181,female,57,normal,16,/opt/ml/input/data/train/images/001558_female_Asian_57/normal.jpg
182,female,57,mask,4,/opt/ml/input/data/train/images/001558_female_Asian_57/mask4.jpg
183,female,54,mask,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask1.jpg
184,female,54,incorrect,10,/opt/ml/input/data/train/images/000639_female_Asian_54/incorrect_mask.jpg
185,female,54,mask,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask3.jpg
186,female,54,mask,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask5.jpg
187,female,54,mask,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask2.jpg
188,female,54,normal,16,/opt/ml/input/data/train/images/000639_female_Asian_54/normal.jpg
189,female,54,mask,4,/opt/ml/input/data/train/images/000639_female_Asian_54/mask4.jpg
190,male,50,mask,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask1.jpg
191,male,50,incorrect,7,/opt/ml/input/data/train/images/001918_male_Asian_50/incorrect_mask.jpg
192,male,50,mask,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask3.jpg
193,male,50,mask,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask5.jpg
194,male,50,mask,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask2.jpg
195,male,50,normal,13,/opt/ml/input/data/train/images/001918_male_Asian_50/normal.jpg
196,male,50,mask,1,/opt/ml/input/data/train/images/001918_male_Asian_50/mask4.jpg
197,female,54,mask,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask1.jpg
198,female,54,incorrect,10,/opt/ml/input/data/train/images/000600-1_female_Asian_54/incorrect_mask.jpg
199,female,54,mask,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask3.jpg
200,female,54,mask,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask5.jpg
201,female,54,mask,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask2.jpg
202,female,54,normal,16,/opt/ml/input/data/train/images/000600-1_female_Asian_54/normal.jpg
203,female,54,mask,4,/opt/ml/input/data/train/images/000600-1_female_Asian_54/mask4.jpg
204,female,25,mask,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask1.jpg
205,female,25,incorrect,9,/opt/ml/input/data/train/images/001060_female_Asian_25/incorrect_mask.jpg
206,female,25,mask,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask3.jpg
207,female,25,mask,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask5.jpg
208,female,25,mask,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask2.jpg
209,female,25,normal,15,/opt/ml/input/data/train/images/001060_female_Asian_25/normal.jpg
210,female,25,mask,3,/opt/ml/input/data/train/images/001060_female_Asian_25/mask4.jpg
211,female,58,mask,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask1.jpg
212,female,58,incorrect,10,/opt/ml/input/data/train/images/001104_female_Asian_58/incorrect_mask.jpg
213,female,58,mask,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask3.jpg
214,female,58,mask,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask5.jpg
215,female,58,mask,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask2.jpg
216,female,58,normal,16,/opt/ml/input/data/train/images/001104_female_Asian_58/normal.jpg
217,female,58,mask,4,/opt/ml/input/data/train/images/001104_female_Asian_58/mask4.jpg
218,male,19,mask,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask1.jpg
219,male,19,incorrect,6,/opt/ml/input/data/train/images/006229_male_Asian_19/incorrect_mask.jpg
220,male,19,mask,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask3.jpg
221,male,19,mask,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask5.jpg
222,male,19,mask,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask2.jpg
223,male,19,normal,12,/opt/ml/input/data/train/images/006229_male_Asian_19/normal.jpg
224,male,19,mask,0,/opt/ml/input/data/train/images/006229_male_Asian_19/mask4.jpg
225,female,52,mask,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask1.jpg
226,female,52,incorrect,10,/opt/ml/input/data/train/images/000817_female_Asian_52/incorrect_mask.jpg
227,female,52,mask,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask3.jpg
228,female,52,mask,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask5.jpg
229,female,52,mask,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask2.jpg
230,female,52,normal,16,/opt/ml/input/data/train/images/000817_female_Asian_52/normal.jpg
231,female,52,mask,4,/opt/ml/input/data/train/images/000817_female_Asian_52/mask4.jpg
232,male,19,mask,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask1.jpg
233,male,19,incorrect,6,/opt/ml/input/data/train/images/006093_male_Asian_19/incorrect_mask.jpg
234,male,19,mask,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask3.jpg
235,male,19,mask,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask5.jpg
236,male,19,mask,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask2.jpg
237,male,19,normal,12,/opt/ml/input/data/train/images/006093_male_Asian_19/normal.jpg
238,male,19,mask,0,/opt/ml/input/data/train/images/006093_male_Asian_19/mask4.jpg
239,female,24,mask,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask1.jpg
240,female,24,incorrect,9,/opt/ml/input/data/train/images/001179-1_female_Asian_24/incorrect_mask.jpg
241,female,24,mask,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask3.jpg
242,female,24,mask,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask5.jpg
243,female,24,mask,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask2.jpg
244,female,24,normal,15,/opt/ml/input/data/train/images/001179-1_female_Asian_24/normal.jpg
245,female,24,mask,3,/opt/ml/input/data/train/images/001179-1_female_Asian_24/mask4.jpg
246,male,28,mask,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask1.jpg
247,male,28,incorrect,6,/opt/ml/input/data/train/images/005408_male_Asian_28/incorrect_mask.jpg
248,male,28,mask,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask3.jpg
249,male,28,mask,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask5.jpg
250,male,28,mask,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask2.jpg
251,male,28,normal,12,/opt/ml/input/data/train/images/005408_male_Asian_28/normal.jpg
252,male,28,mask,0,/opt/ml/input/data/train/images/005408_male_Asian_28/mask4.jpg
253,male,32,mask,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask1.jpg
254,male,32,incorrect,7,/opt/ml/input/data/train/images/005544_male_Asian_32/incorrect_mask.jpg
255,male,32,mask,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask3.jpg
256,male,32,mask,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask5.jpg
257,male,32,mask,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask2.jpg
258,male,32,normal,13,/opt/ml/input/data/train/images/005544_male_Asian_32/normal.jpg
259,male,32,mask,1,/opt/ml/input/data/train/images/005544_male_Asian_32/mask4.jpg
260,male,57,mask,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask1.jpg
261,male,57,incorrect,7,/opt/ml/input/data/train/images/003513_male_Asian_57/incorrect_mask.jpg
262,male,57,mask,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask3.jpg
263,male,57,mask,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask5.jpg
264,male,57,mask,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask2.jpg
265,male,57,normal,13,/opt/ml/input/data/train/images/003513_male_Asian_57/normal.jpg
266,male,57,mask,1,/opt/ml/input/data/train/images/003513_male_Asian_57/mask4.jpg
267,male,60,mask,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask1.jpg
268,male,60,incorrect,8,/opt/ml/input/data/train/images/004385_male_Asian_60/incorrect_mask.jpg
269,male,60,mask,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask3.jpg
270,male,60,mask,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask5.jpg
271,male,60,mask,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask2.jpg
272,male,60,normal,14,/opt/ml/input/data/train/images/004385_male_Asian_60/normal.jpg
273,male,60,mask,2,/opt/ml/input/data/train/images/004385_male_Asian_60/mask4.jpg
274,female,60,mask,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask1.jpg
275,female,60,incorrect,11,/opt/ml/input/data/train/images/001910_female_Asian_60/incorrect_mask.jpg
276,female,60,mask,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask3.jpg
277,female,60,mask,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask5.jpg
278,female,60,mask,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask2.jpg
279,female,60,normal,17,/opt/ml/input/data/train/images/001910_female_Asian_60/normal.jpg
280,female,60,mask,5,/opt/ml/input/data/train/images/001910_female_Asian_60/mask4.jpg
281,female,18,mask,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask1.jpg
282,female,18,incorrect,9,/opt/ml/input/data/train/images/006487_female_Asian_18/incorrect_mask.jpg
283,female,18,mask,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask3.jpg
284,female,18,mask,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask5.jpg
285,female,18,mask,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask2.jpg
286,female,18,normal,15,/opt/ml/input/data/train/images/006487_female_Asian_18/normal.jpg
287,female,18,mask,3,/opt/ml/input/data/train/images/006487_female_Asian_18/mask4.jpg
288,male,55,mask,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask1.jpg
289,male,55,incorrect,7,/opt/ml/input/data/train/images/004163_male_Asian_55/incorrect_mask.jpg
290,male,55,mask,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask3.jpg
291,male,55,mask,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask5.jpg
292,male,55,mask,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask2.jpg
293,male,55,normal,13,/opt/ml/input/data/train/images/004163_male_Asian_55/normal.jpg
294,male,55,mask,1,/opt/ml/input/data/train/images/004163_male_Asian_55/mask4.jpg
295,male,18,mask,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask1.jpg
296,male,18,incorrect,6,/opt/ml/input/data/train/images/001037_male_Asian_18/incorrect_mask.jpg
297,male,18,mask,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask3.jpg
298,male,18,mask,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask5.jpg
299,male,18,mask,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask2.jpg
300,male,18,normal,12,/opt/ml/input/data/train/images/001037_male_Asian_18/normal.jpg
301,male,18,mask,0,/opt/ml/input/data/train/images/001037_male_Asian_18/mask4.jpg
302,male,19,incorrect,6,/opt/ml/input/data/train/images/006140_male_Asian_19/incorrect_mask.png
303,male,19,mask,0,/opt/ml/input/data/train/images/006140_male_Asian_19/mask1.png
304,male,19,mask,0,/opt/ml/input/data/train/images/006140_male_Asian_19/mask2.png
